date,J,MTF,T,chrom_deg,T_fov,n,alpha(1/mm),sigma(nm),Lc(nm),t(mm),period(nm),depth(nm),duty
2026-07-12,1.59133124,0.70907,0.1103,31.912,0.10369,1.4992,5.4226e-05,0.70793,3.8968e+05,1.8137,438.21,399.86,0.5
