seed,decoder,samples,epochs,batch,lr,iterations,best_val_specMSE
0,surrogate,30000,40,512,0.001,2360,0.000034
0,6000,8,512,0.001,96,0.002267
0,100000,300,256,0.001,117300,0.001239
1,100000,300,256,0.001,117300,0.001595
2,100000,300,256,0.001,117300,0.001081
3,100000,300,256,0.001,117300,0.001304
4,100000,300,256,0.001,117300,0.001083
