date,J,MTF,T,walkoff_mm,T_fov,n,alpha(1/mm),sigma(nm),Lc(nm),t(mm),period(nm),depth(nm),duty
2026-07-18,-0.87134862,0.45598,0.012602,1.6168,0.011849,1.4937,5.0186e-05,0.70271,3.9944e+05,1.9595,446.33,204.99,0.4
