date,J,MTF,T,chrom_deg,T_fov,n,alpha(1/mm),sigma(nm),Lc(nm),t(mm),period(nm),depth(nm),duty
2026-07-13,1.59624076,0.70899,0.11069,31.91,0.10406,1.5,5.1909e-05,0.91608,3.9968e+05,1.9384,437.98,400,0.5001
