date,J,MTF,T,chrom_deg,T_fov,n,alpha(1/mm),sigma(nm),Lc(nm),t(mm),period(nm),depth(nm),duty
2026-07-17,-0.40247464,0.66439,0.011666,4.214,0.010961,1.5,5.1066e-05,0.70376,3.9765e+05,1.9731,445.56,194.92,0.44968
