date,J,MTF,T,chrom_deg,T_fov,n,alpha(1/mm),sigma(nm),Lc(nm),t(mm),period(nm),depth(nm),duty
2026-07-13,1.87459636,0.71519,0.119,8.779,0.03856,1.5,7.1411e-05,0.75066,2.4848e+05,1.5013,699.94,399.99,0.5
